en_label,ja_label,category_en,category_ja,en_description,ja_description,qid
simple columnar epithelium,単層円柱上皮,anatomical structure,解剖学的構造,epithelial tissue in Animal tissue,,Q2564865
ovary,子房,anatomical structure,解剖学的構造,part of the female reproductive organ of flowers,被子植物の花において胚珠を内蔵する袋状の器官,Q148515
Peritrophic matrix,囲食膜,anatomical structure,解剖学的構造,biology term,,Q2071196
urothelium,尿路上皮,anatomical structure,解剖学的構造,epithelial lining of the urinary tract,,Q11878994
Mehlis gland,メーリス腺,anatomical structure,解剖学的構造,gland of reproductive system in Platyhelminthes,扁形動物の生殖に関する腺,Q18343577
Golgi apparatus,ゴルジ体,anatomical structure,解剖学的構造,cell organelle that packages proteins for export,真核生物の細胞にみられる細胞小器官のひとつ,Q83181
petal,花弁,anatomical structure,解剖学的構造,plant structure: any of the separate parts of the corolla of a flower: often brightly coloured,,Q107412
melon,メロン (動物学),anatomical structure,解剖学的構造,organ in whales,,Q1919686
corneal epithelium,角膜上皮,anatomical structure,解剖学的構造,squamous epithelium that covers the outer surface of the cornea,,Q2040445
sentinel lymph node,センチネルリンパ節,anatomical structure,解剖学的構造,first lymph node to receive drainage from a primary tumor,,Q776290
earlobe,耳たぶ,anatomical structure,解剖学的構造,"lower portion of the outer ear, composed of tough areolar and adipose connective tissues, lacking the firmness and elasticity of the rest of the auricle",耳殻の下部に垂れ下がった柔らかい肉,Q1778517
lophophore,触手冠,anatomical structure,解剖学的構造,feeding organ in the Lophophorata clade,,Q1869774
mesentery,腸間膜,anatomical structure,解剖学的構造,"organ that attaches the intestines to the posterior abdominal wall, comprises the double fold of the peritoneum",,Q1135563
salt gland,塩類腺,anatomical structure,解剖学的構造,organ for getting rid of salt,,Q1151026
facial lymph nodes,顔面リンパ節,anatomical structure,解剖学的構造,Lymph nodes of the face,,Q1519198
placenta,胎盤,anatomical structure,解剖学的構造,organ that connects the developing foetus to the uterine wall,,Q1212935
Paneth cell,パネート細胞,anatomical structure,解剖学的構造,Anti-microbial epithelial cell of the small intestine,,Q2004084
false eyelashes,まつ毛エクステンション,anatomical structure,解剖学的構造,cosmetic application,,Q2633526
postorbital bone,後眼窩骨,anatomical structure,解剖学的構造,skull bone,,Q671433
juniper berry,杜松果,anatomical structure,解剖学的構造,"spice, herbal drug",ビャクシン属樹木の果実,Q3251025
ink sac,墨汁嚢,anatomical structure,解剖学的構造,Organ in cephalopods used to squirt ink in defense,,Q1323560
Superficial inguinal lymph nodes,鼠径表在性リンパ節,anatomical structure,解剖学的構造,ten superficial lymph nodes that form a chain immediately below the inguinal ligament,,Q7643317
Tracheobronchial lymph nodes,気管気管支リンパ節,anatomical structure,解剖学的構造,organs of the immune system,,Q7831314
greater occipital nerve,大後頭神経,anatomical structure,解剖学的構造,nerve of the head,,Q498798
musculocutaneous nerve,筋皮神経,anatomical structure,解剖学的構造,nerve in the arm,,Q1758126
common plantar digital nerves of lateral plantar nerve,外側足底神経の総底側指神経,anatomical structure,解剖学的構造,Nerves of the foot,,Q5153596
Costovertebral joints,肋椎関節,anatomical structure,解剖学的構造,articulations that connect the heads of the ribs with the bodies of the thoracic vertebrae,,Q3624368
zygapophysial joint,椎間関節,anatomical structure,解剖学的構造,joint between two adjacent vertebrae,,Q1704251
Pinot gris,ピノ・グリ,anatomical structure,解剖学的構造,white wine grape,ブドウ品種,Q778601
tanuki,狸皮,anatomical structure,解剖学的構造,fur of the Japanese raccoon dog,,Q1438658
white ramus communicans,白交通枝,anatomical structure,解剖学的構造,Nerve tract,,Q3548125
nutria fur,ヌートリア,anatomical structure,解剖学的構造,"fur of the nutria, Myocastor coypus",毛皮,Q2005595
Starchild skull,スターチャイルド,anatomical structure,解剖学的構造,archaeological find,,Q1354365
astrakan,アストラカン（毛皮）,anatomical structure,解剖学的構造,fur of the karakul lamb,,Q2609592
hypothalamic–pituitary–thyroid axis,視床下部-下垂体-甲状腺軸,anatomical structure,解剖学的構造,part of the neuroendocrine system responsible for the regulation of metabolism,,Q1703635
red fox,レッドフォックス,anatomical structure,解剖学的構造,fur of the red fox (Vulpes),毛皮,Q2168544
Cuvierian tubules,キュビエ器官,anatomical structure,解剖学的構造,tubes found in some sea cucumbers,,Q3541772
pseudostratified columnar epithelium,偽重層円柱上皮,anatomical structure,解剖学的構造,tissue type,,Q3267446
simple cuboidal epithelium,単層立方上皮,anatomical structure,解剖学的構造,tissue type,,Q3267455
anterior interosseous nerve,前骨間神経,anatomical structure,解剖学的構造,branch of the median nerve that supplies muscles of the anterior forearm,,Q4771357
trachealis muscle,気管筋,anatomical structure,解剖学的構造,a sheet of smooth muscle in the trachea,,Q1321584
Eimer's organ,アイマー器官,anatomical structure,解剖学的構造,type of organ,,Q3355924
olfactory system,嗅覚系,anatomical structure,解剖学的構造,part of the sensory system used for smelling,,Q1054094
Riesling,リースリング,anatomical structure,解剖学的構造,"white grape in Rhine, Germany",ブドウ品種,Q456471
tibial nerve,脛骨神経,anatomical structure,解剖学的構造,branch of the sciatic nerve,,Q1978198
sacroiliac joint,仙腸関節,anatomical structure,解剖学的構造,joint,,Q1543208
second cervical nerve,第2頸神経,anatomical structure,解剖学的構造,spinal nerve of the cervical segment,,Q5065351
sternocostal joints,胸肋関節,anatomical structure,解剖学的構造,joints in the human ribs,,Q3624378
anterior cutaneous branch of iliohypogastric nerve,腸骨下腹神経の前皮枝,anatomical structure,解剖学的構造,,,Q4771339
Gewürztraminer,ゲヴュルツトラミネール,anatomical structure,解剖学的構造,wine grape,ブドウ品種,Q756654
Meissner's plexus,マイスナー神経叢,anatomical structure,解剖学的構造,part of the enteric nervous system,,Q739865
sternoclavicular articulation,胸鎖関節,anatomical structure,解剖学的構造,,,Q640022
acromioclavicular joint,肩鎖関節,anatomical structure,解剖学的構造,shoulder junction between the scapula and the clavicle,,Q1640207
splanchnic nerves,内臓神経,anatomical structure,解剖学的構造,Type of nerve in the human body,,Q2795262
lymphatic system,リンパ系,anatomical structure,解剖学的構造,a part of the defense system (immune system) of vertebrate animals against pathogens,リンパ液と呼ばれる清明な液を運搬する導管ネットワーク,Q712604
dorsal nerve of the clitoris,陰茎深部動脈,anatomical structure,解剖学的構造,Branch of pudendal nerve which innervates clitoris,,Q5298796
muscular branches of the radial nerve,橈骨神経の筋枝,anatomical structure,解剖学的構造,nerve system,,Q6940379
lateral cutaneous branch of iliohypogastric nerve,腸骨下腹神経の外側皮枝,anatomical structure,解剖学的構造,,,Q6495587
stratified cuboidal epithelium,重層立方上皮,anatomical structure,解剖学的構造,tissue type,,Q6016385
vestibular system,前庭系,anatomical structure,解剖学的構造,sensory system,,Q596832
posterior branch of obturator nerve,閉鎖神経後枝,anatomical structure,解剖学的構造,,,Q7234170
posterior scrotal nerves,陰嚢後部神経,anatomical structure,解剖学的構造,branches of the superficial perineal nerve that supply the scrotum in men,,Q7234234
talocalcaneonavicular joint,距踵舟関節,anatomical structure,解剖学的構造,Joint in the foot,,Q7680269
intercostobrachial nerve,肋間上腕神経,anatomical structure,解剖学的構造,nerve providing sensation to armpit and upper arm,,Q6045954
cutaneous branch of the obturator nerve,閉鎖神経皮枝,anatomical structure,解剖学的構造,nerve in the human body,,Q5196689
superficial branch of radial nerve,橈骨神経浅枝,anatomical structure,解剖学的構造,,,Q7643300
Stomach,胃,anatomical structure,解剖学的構造,concept in traditional Chinese medicine,,Q7618690
sural nerve,腓腹神経,anatomical structure,解剖学的構造,pure cutaneous nerve of the posterolateral leg to the lateral ankle,,Q6135922
superficial branch of lateral plantar nerve,外側足底神経の浅枝,anatomical structure,解剖学的構造,Group of nerves of the foot,,Q7643297
Simple Squamous Epithelium (Pavement Epithilium),単層扁平上皮,anatomical structure,解剖学的構造,tissue type,,Q6054269
endolymphatic sac,内リンパ嚢,anatomical structure,解剖学的構造,blind pouch,,Q5376355
lumboinguinal nerve,腰鼠径神経,anatomical structure,解剖学的構造,,,Q6703135
medial crural cutaneous branches of saphenous nerve,伏在神経の内側下腿皮枝,anatomical structure,解剖学的構造,,,Q6806033
Medial sural cutaneous nerve,内側腓腹皮神経,anatomical structure,解剖学的構造,,,Q6806087
stratified columnar epithelium,重層円柱上皮,anatomical structure,解剖学的構造,tissue type,,Q6031041
stratified epithelium,重層上皮,anatomical structure,解剖学的構造,tissue type,,Q6707417
medial calcaneal branches of the tibial nerve,脛骨神経内側踵骨枝,anatomical structure,解剖学的構造,,,Q6806024
superior lateral cutaneous nerve of arm,上外側上腕皮神経,anatomical structure,解剖学的構造,Nerve,,Q7643637
lumbar nerve,腰神経,anatomical structure,解剖学的構造,five pairs of spinal nerves emerging from the lumbar vertebrae,,Q6703062
muscular branches of perineal nerve,尺骨神経の深枝,anatomical structure,解剖学的構造,branch of the pudendal nerve that supplies muscles of the perineum,,Q5250373
Aristotle's lantern,アリストテレスの提灯,anatomical structure,解剖学的構造,the five united jaws and accessory ossicles of certain sea urchins,,Q5813763
deep branch of lateral plantar nerve,外側足底神経の深枝,anatomical structure,解剖学的構造,Nerve of the foot,,Q5250368
saccular nerve,球形嚢神経,anatomical structure,解剖学的構造,,,Q7396635
transverse tarsal joint,横足根関節,anatomical structure,解剖学的構造,joint in the human foot,,Q7246888
deep branch of radial nerve,橈骨神経の深枝,anatomical structure,解剖学的構造,,,Q5250372
perineal branches of posterior femoral cutaneous nerve,後大腿皮神経の会陰枝,anatomical structure,解剖学的構造,,,Q7168571
